UNIT NAME,UNIT CODE,SETTLEMENT POINT NAME,FUEL,ZONE,YEAR,CAPACITY
COMANCHE PEAK U1,CPSES_UNIT1,CPSES_UNIT1,NUCLEAR,NORTH,1990,1222
COMANCHE PEAK U2,CPSES_UNIT2,CPSES_UNIT2,NUCLEAR,NORTH,1993,1209
SOUTH TEXAS U1,STP_STP_G1,STP_STP_G1,NUCLEAR,COASTAL,1988,1323.2
SOUTH TEXAS U2,STP_STP_G2,STP_STP_G2,NUCLEAR,COASTAL,1989,1310
COLETO CREEK,COLETO_COLETOG1,COL_COLETOG1,COAL,SOUTH,1980,655
FAYETTE POWER U1,FPPYD1_FPP_G1,FPPYD_FPP_G1,COAL,SOUTH,1979,603
FAYETTE POWER U2,FPPYD1_FPP_G2,FPPYD_FPP_G2,COAL,SOUTH,1980,603
FAYETTE POWER U3,FPPYD2_FPP_G3,FPPYD_FPP_G3,COAL,SOUTH,1988,444
J K SPRUCE U1,CALAVERS_JKS1,CALAVER_JKS1,COAL,SOUTH,1992,560
J K SPRUCE U2,CALAVERS_JKS2,CALAVER_JKS2,COAL,SOUTH,2010,785
LIMESTONE U1,LEG_LEG_G1,LEG_LEG_G1,COAL,NORTH,1985,824
LIMESTONE U2,LEG_LEG_G2,LEG_LEG_G2,COAL,NORTH,1986,836
MARTIN LAKE U1,MLSES_UNIT1,MLSES_UNIT1,COAL,NORTH,1977,815
MARTIN LAKE U2,MLSES_UNIT2,MLSES_UNIT2,COAL,NORTH,1978,820
MARTIN LAKE U3,MLSES_UNIT3,MLSES_UNIT3,COAL,NORTH,1979,820
OAK GROVE SES U1,OGSES_UNIT1A,OGSES_1,COAL,NORTH,2010,855
OAK GROVE SES U2,OGSES_UNIT2,OGSES_2,COAL,NORTH,2011,855
SAN MIGUEL U1,SANMIGL_G1,SAN_SANMIGG1,COAL,SOUTH,1982,391
SANDY CREEK U1,SCES_UNIT1,SCES_UNIT1,COAL,NORTH,2013,932.6
TWIN OAKS U1,TNP_ONE_TNP_O_1,TNP_TNP_O_1,COAL,NORTH,1990,155
TWIN OAKS U2,TNP_ONE_TNP_O_2,TNP_TNP_O_2,COAL,NORTH,1991,155
W A PARISH U5,WAP_WAP_G5,WAP_WAP_G5,COAL,HOUSTON,1977,664
W A PARISH U6,WAP_WAP_G6,WAP_WAP_G6,COAL,HOUSTON,1978,663
W A PARISH U7,WAP_WAP_G7,WAP_WAP_G7,COAL,HOUSTON,1980,577
W A PARISH U8,WAP_WAP_G8,WAP_WAP_G8,COAL,HOUSTON,1982,610
ARTHUR VON ROSENBERG 1 CTG 1,BRAUNIG_AVR1_CT1,BRA_AVR_CST1,GAS-CC,SOUTH,2000,164
ARTHUR VON ROSENBERG 1 CTG 2,BRAUNIG_AVR1_CT2,BRA_AVR1_CT2,GAS-CC,SOUTH,2000,164
ARTHUR VON ROSENBERG 1 STG,BRAUNIG_AVR1_ST,BRA_AVR_CST1,GAS-CC,SOUTH,2000,190
ATKINS CTG 7,ATKINS_ATKINSG7,ATK_ATKINSG7,GAS-GT,NORTH,1973,19
BARNEY M DAVIS CTG 3,B_DAVIS_B_DAVIG3,B_DAVIS_3,GAS-CC,COASTAL,2010,161
BARNEY M DAVIS CTG 4,B_DAVIS_B_DAVIG4,B_DAVIS_4,GAS-CC,COASTAL,2010,161
BARNEY M DAVIS STG 1,B_DAVIS_B_DAVIG1,B_D_B_DAVIG1,GAS-ST,COASTAL,1974,292
BARNEY M DAVIS STG 2,B_DAVIS_B_DAVIG2,B_D_B_DAVIG2,GAS-CC,COASTAL,1976,322
BASTROP ENERGY CENTER CTG 1,BASTEN_GTG1100,BASTEN_CCU,GAS-CC,SOUTH,2002,157
BASTROP ENERGY CENTER CTG 2,BASTEN_GTG2100,BASTEN_CCU,GAS-CC,SOUTH,2002,157
BASTROP ENERGY CENTER STG,BASTEN_ST0100,BASTEN_CCU,GAS-CC,SOUTH,2002,236
BOSQUE ENERGY CENTER CTG 1,BOSQUESW_BSQSU_1,BOSQ_BSQS_12,GAS-CC,NORTH,2000,160.5
BOSQUE ENERGY CENTER CTG 2,BOSQUESW_BSQSU_2,BOSQ_BSQS_12,GAS-CC,NORTH,2000,160.5
BOSQUE ENERGY CENTER CTG 3,BOSQUESW_BSQSU_3,BOSQ_BSQS_34,GAS-CC,NORTH,2001,159.5
BOSQUE ENERGY CENTER STG 4,BOSQUESW_BSQSU_4,BOSQ_BSQS_34,GAS-CC,NORTH,2001,83.3
BOSQUE ENERGY CENTER STG 5,BOSQUESW_BSQSU_5,BOSQ_BSQSU_5,GAS-CC,NORTH,2009,221.5
BRAZOS VALLEY CTG 1,BVE_UNIT1,BVE_UNIT1,GAS-CC,HOUSTON,2003,168
BRAZOS VALLEY CTG 2,BVE_UNIT2,BVE_UNIT2,GAS-CC,HOUSTON,2003,168
BRAZOS VALLEY STG 3,BVE_UNIT3,BVE_UNIT3,GAS-CC,HOUSTON,2003,270
CALENERGY-FALCON SEABOARD CTG 1,FLCNS_UNIT1,FLCNS_UNIT1,GAS-CC,WEST,1987,77
CALENERGY-FALCON SEABOARD CTG 2,FLCNS_UNIT2,FLCNS_UNIT2,GAS-CC,WEST,1987,77
CALENERGY-FALCON SEABOARD STG 3,FLCNS_UNIT3,FLCNS_UNIT3,GAS-CC,WEST,1988,71
CALHOUN (PORT COMFORT) CTG 1,CALHOUN_UNIT1,CALHOUN_ALL,GAS-GT,COASTAL,2017,46.5
CALHOUN (PORT COMFORT) CTG 2,CALHOUN_UNIT2,CALHOUN_ALL,GAS-GT,COASTAL,2017,46.5
CASTLEMAN CHAMON CTG 1,CHAMON_CTG_0101,CHAMON_UN1,GAS-GT,HOUSTON,2017,46.5
CASTLEMAN CHAMON CTG 2,CHAMON_CTG_0301,CHAMON_UN2,GAS-GT,HOUSTON,2017,46.5
CEDAR BAYOU 4 CTG 1,CBY4_CT41,CBY4_ALL,GAS-CC,HOUSTON,2009,168
CEDAR BAYOU 4 CTG 2,CBY4_CT42,CBY4_ALL,GAS-CC,HOUSTON,2009,168
CEDAR BAYOU 4 STG,CBY4_ST04,CBY4_ALL,GAS-CC,HOUSTON,2009,182
CEDAR BAYOU STG 1,CBY_CBY_G1,CBY_CBY_G1,GAS-ST,HOUSTON,1970,745
CEDAR BAYOU STG 2,CBY_CBY_G2,CBY_CBY_G2,GAS-ST,HOUSTON,1972,749
COLORADO BEND ENERGY CENTER CTG 1,CBEC_GT1,CBEC_ALL,GAS-CC,SOUTH,2007,83.9
COLORADO BEND ENERGY CENTER CTG 2,CBEC_GT2,CBEC_ALL,GAS-CC,SOUTH,2007,76.9
COLORADO BEND ENERGY CENTER CTG 3,CBEC_GT3,CBEC_ALL,GAS-CC,SOUTH,2008,82.9
COLORADO BEND ENERGY CENTER CTG 4,CBEC_GT4,CBEC_ALL,GAS-CC,SOUTH,2008,77.2
COLORADO BEND ENERGY CENTER STG 1,CBEC_STG1,CBEC_ALL,GAS-CC,SOUTH,2007,107
COLORADO BEND ENERGY CENTER STG 2,CBEC_STG2,CBEC_ALL,GAS-CC,SOUTH,2008,110
COLORADO BEND II CTG 7,CBECII_CT7,CBECII_CT7,GAS-CC,SOUTH,2017,332.5
COLORADO BEND II CTG 8,CBECII_CT8,CBECII_89,GAS-CC,SOUTH,2017,338.2
COLORADO BEND II STG 9,CBECII_STG9,CBECII_89,GAS-CC,SOUTH,2017,482.8
CVC CHANNELVIEW CTG 1,CVC_CVC_G1,CVC_CVCG1_5,GAS-CC,HOUSTON,2008,168
CVC CHANNELVIEW CTG 2,CVC_CVC_G2,CVC_CVC_G2,GAS-CC,HOUSTON,2008,163
CVC CHANNELVIEW CTG 3,CVC_CVC_G3,CVC_CVC_G3,GAS-CC,HOUSTON,2008,163
CVC CHANNELVIEW STG 5,CVC_CVC_G5,CVC_CVCG1_5,GAS-CC,HOUSTON,2008,128
DANSBY CTG 2,DANSBY_DANSBYG2,DANSBY_ALL,GAS-GT,NORTH,2004,46.5
DANSBY CTG 3,DANSBY_DANSBYG3,DANSBY_ALL,GAS-GT,NORTH,2010,48.5
DANSBY STG 1,DANSBY_DANSBYG1,DANSBY_ALL,GAS-ST,NORTH,1978,108.5
DECKER CREEK CTG 1,DECKER_DPGT_1,DECKER_GT,GAS-GT,SOUTH,1989,49
DECKER CREEK CTG 2,DECKER_DPGT_2,DECKER_GT,GAS-GT,SOUTH,1989,49
DECKER CREEK CTG 3,DECKER_DPGT_3,DECKER_GT,GAS-GT,SOUTH,1989,49
DECKER CREEK CTG 4,DECKER_DPGT_4,DECKER_GT,GAS-GT,SOUTH,1989,49
DECKER CREEK STG 2,DECKER_DPG2,DECKER_DPG2,GAS-ST,SOUTH,1978,420
DECORDOVA CTG 1,DCSES_CT10,DC2SES_ALL,GAS-GT,NORTH,1990,72
DECORDOVA CTG 2,DCSES_CT20,DC2SES_ALL,GAS-GT,NORTH,1990,71
DECORDOVA CTG 3,DCSES_CT30,DC2SES_ALL,GAS-GT,NORTH,1990,70
DECORDOVA CTG 4,DCSES_CT40,DC2SES_ALL,GAS-GT,NORTH,1990,71
DEER PARK ENERGY CENTER CTG 1,DDPEC_GT1,DDPEC_GT1,GAS-CC,HOUSTON,2002,194
DEER PARK ENERGY CENTER CTG 2,DDPEC_GT2,DDPEC_GT2,GAS-CC,HOUSTON,2002,206
DEER PARK ENERGY CENTER CTG 3,DDPEC_GT3,DDPEC_GT3,GAS-CC,HOUSTON,2002,194
DEER PARK ENERGY CENTER CTG 4,DDPEC_GT4,DDPEC_GT4,GAS-CC,HOUSTON,2002,206
DEER PARK ENERGY CENTER CTG 6,DDPEC_GT6,DDPEC_GT6,GAS-CC,HOUSTON,2014,179
DEER PARK ENERGY CENTER STG 1,DDPEC_ST1,DDPEC_ST1,GAS-CC,HOUSTON,2002,290
DENTON ENERGY CENTER IC A,DEC_AGR_A,RN_DEC_AGR_A,GAS-IC,NORTH,2018,56.5
DENTON ENERGY CENTER IC B,DEC_AGR_B,RN_DEC_AGR_B,GAS-IC,NORTH,2018,56.5
DENTON ENERGY CENTER IC C,DEC_AGR_C,RN_DEC_AGR_C,GAS-IC,NORTH,2018,56.5
DENTON ENERGY CENTER IC D,DEC_AGR_D,RN_DEC_AGR_D,GAS-IC,NORTH,2018,56.5
ECTOR COUNTY ENERGY CTG 1,ECEC_G1,RN_ECEC_HOLT,GAS-GT,WEST,2015,153.6
ECTOR COUNTY ENERGY CTG 2,ECEC_G2,RN_ECEC_HOLT,GAS-GT,WEST,2015,153.6
ELK STATION IC 3,AEEC_ELK_3,AEEC,GAS-IC,PANHANDLE,2016,195
ENNIS POWER STATION CTG 2,ETCCS_CT1,ETCCS_CCU,GAS-CC,NORTH,2002,212
ENNIS POWER STATION STG 1,ETCCS_UNIT1,ETCCS_CCU,GAS-CC,NORTH,2002,117
EXTEX LAPORTE GEN STN CTG 1,AZ_AZ_G1,AZ_ALL,GAS-GT,HOUSTON,2009,38
EXTEX LAPORTE GEN STN CTG 2,AZ_AZ_G2,AZ_ALL,GAS-GT,HOUSTON,2009,38
EXTEX LAPORTE GEN STN CTG 3,AZ_AZ_G3,AZ_ALL,GAS-GT,HOUSTON,2009,38
EXTEX LAPORTE GEN STN CTG 4,AZ_AZ_G4,AZ_ALL,GAS-GT,HOUSTON,2009,38
FERGUSON REPLACEMENT CTG 1,FERGCC_FERGGT1,FERGCC_GT1_1,GAS-CC,SOUTH,2014,173
FERGUSON REPLACEMENT CTG 2,FERGCC_FERGGT2,FERGCC_GT2_3,GAS-CC,SOUTH,2014,173
FERGUSON REPLACEMENT STG 1,FERGCC_FERGST1,FERGCC_ST1_5,GAS-CC,SOUTH,2014,186
FORNEY ENERGY CENTER CTG 11,FRNYPP_GT11,FRNYPP_1_CCU,GAS-CC,NORTH,2003,169
FORNEY ENERGY CENTER CTG 12,FRNYPP_GT12,FRNYPP_1_CCU,GAS-CC,NORTH,2003,161
FORNEY ENERGY CENTER CTG 13,FRNYPP_GT13,FRNYPP_1_CCU,GAS-CC,NORTH,2003,161
FORNEY ENERGY CENTER CTG 21,FRNYPP_GT21,FRNYPP_2_CCU,GAS-CC,NORTH,2003,169
FORNEY ENERGY CENTER CTG 22,FRNYPP_GT22,FRNYPP_2_CCU,GAS-CC,NORTH,2003,161
FORNEY ENERGY CENTER CTG 23,FRNYPP_GT23,FRNYPP_2_CCU,GAS-CC,NORTH,2003,161
FORNEY ENERGY CENTER STG 10,FRNYPP_ST10,FRNYPP_1_CCU,GAS-CC,NORTH,2003,409
FORNEY ENERGY CENTER STG 20,FRNYPP_ST20,FRNYPP_2_CCU,GAS-CC,NORTH,2003,409
FREESTONE ENERGY CENTER CTG 1,FREC_GT1,FREC_1_CCU,GAS-CC,NORTH,2002,155.2
FREESTONE ENERGY CENTER CTG 2,FREC_GT2,FREC_1_CCU,GAS-CC,NORTH,2002,155.2
FREESTONE ENERGY CENTER CTG 4,FREC_GT4,FREC_2_CCU,GAS-CC,NORTH,2002,155.4
FREESTONE ENERGY CENTER CTG 5,FREC_GT5,FREC_2_CCU,GAS-CC,NORTH,2002,155.4
FREESTONE ENERGY CENTER STG 3,FREC_ST3,FREC_1_CCU,GAS-CC,NORTH,2002,177.6
FREESTONE ENERGY CENTER STG 6,FREC_ST6,FREC_2_CCU,GAS-CC,NORTH,2002,176.5
FRIENDSWOOD G CTG 1 (FORMERLY TEJAS POWER GENERATION),FEGC_UNIT1,FEGC_RN,GAS-GT,HOUSTON,2018,119
GRAHAM STG 1,GRSES_UNIT1,GRSES_UNIT1,GAS-ST,WEST,1960,234
GRAHAM STG 2,GRSES_UNIT2,GRSES_UNIT2,GAS-ST,WEST,1969,390
GREENS BAYOU CTG 73,GBY_GBYGT73,GBY_GT,GAS-GT,HOUSTON,1976,57
GREENS BAYOU CTG 74,GBY_GBYGT74,GBY_GT,GAS-GT,HOUSTON,1976,57
GREENS BAYOU CTG 81,GBY_GBYGT81,GBY_GT,GAS-GT,HOUSTON,1976,57
GREENS BAYOU CTG 82,GBY_GBYGT82,GBY_GT,GAS-GT,HOUSTON,1976,50
GREENS BAYOU CTG 83,GBY_GBYGT83,GBY_GT,GAS-GT,HOUSTON,1976,57
GREENS BAYOU CTG 84,GBY_GBYGT84,GBY_GT,GAS-GT,HOUSTON,1976,57
GREENVILLE IC ENGINE PLANT IC 1,STEAM_ENGINE_1,STEAM_ENG123,GAS-IC,NORTH,2010,8.2
GREENVILLE IC ENGINE PLANT IC 2,STEAM_ENGINE_2,STEAM_ENG123,GAS-IC,NORTH,2010,8.2
GREENVILLE IC ENGINE PLANT IC 3,STEAM_ENGINE_3,STEAM_ENG123,GAS-IC,NORTH,2010,8.2
GUADALUPE ENERGY CENTER CTG 1,GUADG_GAS1,GUADG_CCU1,GAS-CC,SOUTH,2000,158
GUADALUPE ENERGY CENTER CTG 2,GUADG_GAS2,GUADG_CCU1,GAS-CC,SOUTH,2000,158
GUADALUPE ENERGY CENTER CTG 3,GUADG_GAS3,GUADG_CCU2,GAS-CC,SOUTH,2000,158
GUADALUPE ENERGY CENTER CTG 4,GUADG_GAS4,GUADG_CCU2,GAS-CC,SOUTH,2000,158
GUADALUPE ENERGY CENTER STG 5,GUADG_STM5,GUADG_CCU1,GAS-CC,SOUTH,2000,200
GUADALUPE ENERGY CENTER STG 6,GUADG_STM6,GUADG_CCU2,GAS-CC,SOUTH,2000,200
HANDLEY STG 3,HLSES_UNIT3,HLSES_UNIT3,GAS-ST,NORTH,1963,395
HANDLEY STG 4,HLSES_UNIT4,HLSES_UNIT4,GAS-ST,NORTH,1976,435
HANDLEY STG 5,HLSES_UNIT5,HLSES_UNIT5,GAS-ST,NORTH,1977,435
HAYS ENERGY FACILITY CSG 1,HAYSEN_HAYSENG1,HAYSEN1_2,GAS-CC,SOUTH,2002,214
HAYS ENERGY FACILITY CSG 2,HAYSEN_HAYSENG2,HAYSEN1_2,GAS-CC,SOUTH,2002,216
HAYS ENERGY FACILITY CSG 3,HAYSEN_HAYSENG3,HAYSEN3_4,GAS-CC,SOUTH,2002,215
HAYS ENERGY FACILITY CSG 4,HAYSEN_HAYSENG4,HAYSEN3_4,GAS-CC,SOUTH,2002,218
HIDALGO ENERGY CENTER CTG 1,DUKE_DUKE_GT1,DUKE_GST1CCU,GAS-CC,SOUTH,2000,145
HIDALGO ENERGY CENTER CTG 2,DUKE_DUKE_GT2,DUKE_GT2_CCU,GAS-CC,SOUTH,2000,145
HIDALGO ENERGY CENTER STG 1,DUKE_DUKE_ST1,DUKE_GST1CCU,GAS-CC,SOUTH,2000,173
JACK COUNTY GEN FACILITY CTG 1,JACKCNTY_CT1,JACKCNTY_CT1,GAS-CC,NORTH,2006,150
JACK COUNTY GEN FACILITY CTG 2,JACKCNTY_CT2,JACKCNTY_CT2,GAS-CC,NORTH,2006,150
JACK COUNTY GEN FACILITY CTG 3,JCKCNTY2_CT3,JCKCNTY2_CT3,GAS-CC,NORTH,2011,150
JACK COUNTY GEN FACILITY CTG 4,JCKCNTY2_CT4,JCKCNTY2_CT4,GAS-CC,NORTH,2011,150
JACK COUNTY GEN FACILITY STG 1,JACKCNTY_STG,JACKCNTY_STG,GAS-CC,NORTH,2006,285
JACK COUNTY GEN FACILITY STG 2,JCKCNTY2_ST2,JCKCNTY2_ST2,GAS-CC,NORTH,2011,285
JOHNSON COUNTY GEN FACILITY CTG 1,TEN_CT1,TEN_CT1_STG,GAS-CC,NORTH,1997,163
JOHNSON COUNTY GEN FACILITY STG 1,TEN_STG,TEN_CT1_STG,GAS-CC,NORTH,1997,106
LAKE HUBBARD STG 1,LHSES_UNIT1,LHSES_UNIT1,GAS-ST,NORTH,1970,392
LAKE HUBBARD STG 2,LHSES_UNIT2A,LHSES_UNIT2,GAS-ST,NORTH,1973,523
LAMAR ENERGY CENTER CTG 11,LPCCS_CT11,LPCCS_CT11,GAS-CC,NORTH,2000,161
LAMAR ENERGY CENTER CTG 12,LPCCS_CT12,LPCCS_CT12,GAS-CC,NORTH,2000,153
LAMAR ENERGY CENTER CTG 21,LPCCS_CT21,LPCCS_CT21,GAS-CC,NORTH,2000,153
LAMAR ENERGY CENTER CTG 22,LPCCS_CT22,LPCCS_CT22,GAS-CC,NORTH,2000,161
LAMAR ENERGY CENTER STG 1,LPCCS_UNIT1,LPCCS_UNIT1,GAS-CC,NORTH,2000,204
LAMAR ENERGY CENTER STG 2,LPCCS_UNIT2,LPCCS_UNIT2,GAS-CC,NORTH,2000,204
LAREDO CTG 4,LARDVFTN_G4,LARDVFTN_G4,GAS-GT,SOUTH,2008,93
LAREDO CTG 5,LARDVFTN_G5,LARDVFTN_G5,GAS-GT,SOUTH,2008,90.2
LEON CREEK PEAKER CTG 1,LEON_CRK_LCPCT1,LEONLCPCT1_2,GAS-GT,SOUTH,2004,46
LEON CREEK PEAKER CTG 2,LEON_CRK_LCPCT2,LEONLCPCT1_2,GAS-GT,SOUTH,2004,46
LEON CREEK PEAKER CTG 3,LEON_CRK_LCPCT3,LEONLCPCT3_4,GAS-GT,SOUTH,2004,46
LEON CREEK PEAKER CTG 4,LEON_CRK_LCPCT4,LEONLCPCT3_4,GAS-GT,SOUTH,2004,46
LOST PINES POWER CTG 1,LOSTPI_LOSTPGT1,LOS_LOSTPGT1,GAS-CC,SOUTH,2001,178
LOST PINES POWER CTG 2,LOSTPI_LOSTPGT2,LOS_LOSTPGT2,GAS-CC,SOUTH,2001,172
LOST PINES POWER STG 1,LOSTPI_LOSTPST1,LOS_LOSTPST1,GAS-CC,SOUTH,2001,188
MAGIC VALLEY STATION CTG 1,NEDIN_NEDIN_G1,NED_NEDIN_G1,GAS-CC,SOUTH,2001,212.5
MAGIC VALLEY STATION CTG 2,NEDIN_NEDIN_G2,NED_NEDIN_G2,GAS-CC,SOUTH,2001,212.5
MAGIC VALLEY STATION STG 3,NEDIN_NEDIN_G3,NED_NEDIN_G3,GAS-CC,SOUTH,2001,254.9
MIDLOTHIAN ENERGY FACILITY CTG 1,MDANP_CT1,MDANP_CT1_2,GAS-CC,NORTH,2001,233
MIDLOTHIAN ENERGY FACILITY CTG 2,MDANP_CT2,MDANP_CT1_2,GAS-CC,NORTH,2001,231
MIDLOTHIAN ENERGY FACILITY CTG 3,MDANP_CT3,MDANP_CT3_4,GAS-CC,NORTH,2001,230
MIDLOTHIAN ENERGY FACILITY CTG 4,MDANP_CT4,MDANP_CT3_4,GAS-CC,NORTH,2001,233
MIDLOTHIAN ENERGY FACILITY CTG 5,MDANP_CT5,MDANP_CT5_6,GAS-CC,NORTH,2002,245
MIDLOTHIAN ENERGY FACILITY CTG 6,MDANP_CT6,MDANP_CT5_6,GAS-CC,NORTH,2002,247
MORGAN CREEK CTG 1,MGSES_CT1,MGSES_CT123,GAS-GT,WEST,1988,68
MORGAN CREEK CTG 2,MGSES_CT2,MGSES_CT123,GAS-GT,WEST,1988,67
MORGAN CREEK CTG 3,MGSES_CT3,MGSES_CT123,GAS-GT,WEST,1988,67
MORGAN CREEK CTG 4,MGSES_CT4,MGSES_CT456,GAS-GT,WEST,1988,68
MORGAN CREEK CTG 5,MGSES_CT5,MGSES_CT456,GAS-GT,WEST,1988,69
MORGAN CREEK CTG 6,MGSES_CT6,MGSES_CT456,GAS-GT,WEST,1988,69
MOUNTAIN CREEK STG 6,MCSES_UNIT6,MCSES_UNIT6,GAS-ST,NORTH,1956,122
MOUNTAIN CREEK STG 7,MCSES_UNIT7,MCSES_UNIT7,GAS-ST,NORTH,1958,118
MOUNTAIN CREEK STG 8,MCSES_UNIT8,MCSES_UNIT8,GAS-ST,NORTH,1967,568
NUECES BAY REPOWER CTG 8,NUECES_B_NUECESG8,NUE_NUECESG8,GAS-CC,COASTAL,2010,161
NUECES BAY REPOWER CTG 9,NUECES_B_NUECESG9,NUE_NUECESG9,GAS-CC,COASTAL,2010,161
NUECES BAY REPOWER STG 7,NUECES_B_NUECESG7,NUE_NUECESG7,GAS-CC,COASTAL,1972,322
O W SOMMERS STG 1,CALAVERS_OWS1,CALAVER_OWS1,GAS-ST,SOUTH,1972,420
O W SOMMERS STG 2,CALAVERS_OWS2,CALAVER_OWS2,GAS-ST,SOUTH,1974,410
ODESSA-ECTOR POWER CTG 11,OECCS_CT11,OECCS_1,GAS-CC,WEST,2001,167.5
ODESSA-ECTOR POWER CTG 12,OECCS_CT12,OECCS_1,GAS-CC,WEST,2001,159
ODESSA-ECTOR POWER CTG 21,OECCS_CT21,OECCS_2,GAS-CC,WEST,2001,167.5
ODESSA-ECTOR POWER CTG 22,OECCS_CT22,OECCS_2,GAS-CC,WEST,2001,159
ODESSA-ECTOR POWER STG 1,OECCS_UNIT1,OECCS_1,GAS-CC,WEST,2001,207.2
ODESSA-ECTOR POWER STG 2,OECCS_UNIT2,OECCS_2,GAS-CC,WEST,2001,207.2
PANDA SHERMAN POWER CTG 1,PANDA_S_SHER1CT1,PANDA_S_CT1,GAS-CC,NORTH,2014,217
PANDA SHERMAN POWER CTG 2,PANDA_S_SHER1CT2,PANDA_S_CT2,GAS-CC,NORTH,2014,216
PANDA SHERMAN POWER STG 1,PANDA_S_SHER1ST1,PANDA_S_ST1,GAS-CC,NORTH,2014,307
PANDA TEMPLE I POWER CTG 1,PANDA_T1_TMPL1CT1,PANDA_T1_CT1,GAS-CC,NORTH,2014,218.5
PANDA TEMPLE I POWER CTG 2,PANDA_T1_TMPL1CT2,PANDA_T1_CT2,GAS-CC,NORTH,2014,218.5
PANDA TEMPLE I POWER STG 1,PANDA_T1_TMPL1ST1,PANDA_T1_ST1,GAS-CC,NORTH,2014,353.1
PANDA TEMPLE II POWER CTG 1,PANDA_T2_TMPL2CT1,PANDA_T2_CT1,GAS-CC,NORTH,2015,218.5
PANDA TEMPLE II POWER CTG 2,PANDA_T2_TMPL2CT2,PANDA_T2_CT2,GAS-CC,NORTH,2015,218.5
PANDA TEMPLE II POWER STG 1,PANDA_T2_TMPL2ST1,PANDA_T2_ST1,GAS-CC,NORTH,2015,353.1
PARIS ENERGY CENTER CTG 1,TNSKA_GT1,TNSKA_CCU,GAS-CC,NORTH,1989,86
PARIS ENERGY CENTER CTG 2,TNSKA_GT2,TNSKA_CCU,GAS-CC,NORTH,1989,86
PARIS ENERGY CENTER STG 1,TNSKA_STG,TNSKA_CCU,GAS-CC,NORTH,1990,87
PASADENA COGEN FACILITY CTG 2,PSG_PSG_GT2,PSG_PSG_GT2,GAS-CC,HOUSTON,2000,168
PASADENA COGEN FACILITY CTG 3,PSG_PSG_GT3,PSG_PSG_GT3,GAS-CC,HOUSTON,2000,168
PASADENA COGEN FACILITY STG 2,PSG_PSG_ST2,PSG_PSG_ST1,GAS-CC,HOUSTON,2000,168
PEARSALL ENGINE PLANT IC A,PEARSAL2_AGR_A,PEARSA_1_24,GAS-IC,SOUTH,2012,50.6
PEARSALL ENGINE PLANT IC B,PEARSAL2_AGR_B,PEARSA_1_24,GAS-IC,SOUTH,2012,50.6
PEARSALL ENGINE PLANT IC C,PEARSAL2_AGR_C,PEARSA_1_24,GAS-IC,SOUTH,2012,50.6
PEARSALL ENGINE PLANT IC D,PEARSAL2_AGR_D,PEARSA_1_24,GAS-IC,SOUTH,2012,50.6
PERMIAN BASIN CTG 1,PB2SES_CT1,PB2SES_CT1,GAS-GT,WEST,1988,64
PERMIAN BASIN CTG 2,PB2SES_CT2,PB2SES_CT2,GAS-GT,WEST,1988,66
PERMIAN BASIN CTG 3,PB2SES_CT3,PB2SES_CT3,GAS-GT,WEST,1988,65
PERMIAN BASIN CTG 4,PB2SES_CT4,PB2SES_CT4,GAS-GT,WEST,1990,65
PERMIAN BASIN CTG 5,PB2SES_CT5,PB2SES_CT5,GAS-GT,WEST,1990,66
PES 1 POWER PLANT CTG 1,PES1_UNIT1,PES1_RN,GAS-GT,HOUSTON,2021,45.4
PES 1 POWER PLANT CTG 2,PES1_UNIT2,PES1_RN,GAS-GT,HOUSTON,2021,45.4
PES 1 POWER PLANT CTG 3,PES1_UNIT3,PES1_RN,GAS-GT,HOUSTON,2021,45.4
PES 1 POWER PLANT CTG 4,PES1_UNIT4,PES1_RN,GAS-GT,HOUSTON,2021,45.4
PES 1 POWER PLANT CTG 5,PES1_UNIT5,PES1_RN,GAS-GT,HOUSTON,2021,45.4
PES 1 POWER PLANT CTG 6,PES1_UNIT6,PES1_RN,GAS-GT,HOUSTON,2021,45.4
PHR PEAKERS (BAC) CTG 1,BAC_CTG1,BAC_RN_ALL,GAS-GT,HOUSTON,2018,61
PHR PEAKERS (BAC) CTG 2,BAC_CTG2,BAC_RN_ALL,GAS-GT,HOUSTON,2018,62
PHR PEAKERS (BAC) CTG 3,BAC_CTG3,BAC_RN_ALL,GAS-GT,HOUSTON,2018,52
PHR PEAKERS (BAC) CTG 4,BAC_CTG4,BAC_RN_ALL,GAS-GT,HOUSTON,2018,56
PHR PEAKERS (BAC) CTG 5,BAC_CTG5,BAC_RN_ALL,GAS-GT,HOUSTON,2018,56
PHR PEAKERS (BAC) CTG 6,BAC_CTG6,BAC_RN_ALL,GAS-GT,HOUSTON,2018,55
POWERLANE PLANT STG 1,STEAM1A_STEAM_1,STEA_STEAM_1,GAS-ST,NORTH,1966,17.5
POWERLANE PLANT STG 2,STEAM_STEAM_2,STEA_STEAM_2,GAS-ST,NORTH,1967,23.5
POWERLANE PLANT STG 3,STEAM_STEAM_3,STEA_STEAM_3,GAS-ST,NORTH,1978,39.5
QUAIL RUN ENERGY CTG 1,QALSW_GT1,QALSW_ALL,GAS-CC,WEST,2007,81
QUAIL RUN ENERGY CTG 2,QALSW_GT2,QALSW_ALL,GAS-CC,WEST,2007,81
QUAIL RUN ENERGY CTG 3,QALSW_GT3,QALSW_ALL,GAS-CC,WEST,2008,80
